player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster
26320,Pablo González Díaz,Puebla,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,2116.2666,-4.627947731824455,-3.64653105824931,-2.5655318826429543,0.028769298847785126,1.4054321399977787,-0.6312268127520575,1.8845632473534897,2
136585,Alberto Herrera Rodríguez,Puebla,317,2024/2025,Left Defensive Midfielder,Left Wing,1078.7666,1.6778379904180034,-1.8188144384207552,-4.272907366771564,2.0672889646409818,3.7589477735533783,-2.5954581441973605,-0.6163134099320796,0
77115,Jorge Alejandro Rodríguez Hernández,Puebla,317,2024/2025,Left Wing Back,Left Back,721.3334,-3.861530080840852,3.149882676485414,-4.953157306408948,0.7006824812930083,1.22728935334628,-2.344072954121824,-0.5736512290396765,1
32916,Diego Eduardo De Buen Juárez,Puebla,317,2024/2025,Right Defensive Midfielder,Centre Defensive Midfielder,1602.6833,-4.512890733776278,-0.48947218529191283,-2.206804195956259,0.24656854739865394,2.6017762423506086,2.2890951236217627,0.08037321482830936,2
34261,Jesús Andrés Rivas Gutiérrez,Puebla,317,2024/2025,Right Wing Back,Right Centre Back,963.6167,-4.244633997702467,2.368386442388256,-0.9860341952722439,4.610528314489499,-0.43527202273462445,0.06739029824401176,-0.20953276687762096,1
5575,Héctor Miguel Herrera López,Toluca,317,2024/2025,Left Defensive Midfielder,Centre Defensive Midfielder,732.3167,3.2192729530569246,-4.5278821445370205,2.5608179469593164,-0.022997462669032475,-2.337988021978574,-0.992547477586677,-1.0225369082560247,0
28208,Jonathan Alexander González Mendoza,Juárez,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,1252.8666,-5.115631593783485,-4.110813873368621,0.35805701398982426,-2.9576244134449245,0.3154120582601678,-2.5209049060323245,0.15165456725794013,2
30726,José Javier Abella Fanjul,Juárez,317,2024/2025,Right Back,Left Back,1128.2499,-6.303493723453227,2.552959193695498,2.1469593600675543,-1.1386137993825414,0.6542125531331009,0.5220857141718263,-0.24023738653692625,1
220794,Denzell Arturo García Bojorquez,Juárez,317,2024/2025,Right Back,Right Wing Back,1797.7667,-0.5008397924088437,-3.1878934577397575,1.9362115014724983,2.64684320531533,-1.0684819309811524,-1.346737613676115,0.5205134131648572,2
274998,Diego Campillo Del Campo,Juárez,317,2024/2025,Left Defensive Midfielder,Right Defensive Midfielder,2550.5667,-0.3334560302053676,-2.355986318006186,0.39948090879256665,-0.0974847782655265,0.8445101065815135,-1.6258319065137057,1.2946952308037973,2
