player_id,player_name,team_name,season_id,season_name,primary_position,secondary_position,player_season_minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster,p_c0,p_c1,p_c2,p_c3,p_c4,p_c5
28825,Luis Gerardo Chávez Magallón,Pachuca,108,2021/2022,Left Defensive Midfielder,Centre Defensive Midfielder,3086.1165,0.5714180581091475,0.8173899614508388,3.3991347202144677,0.7046183508011897,2.1281460132234167,1.614382760329048,1.933639215775889,4,1.0054015180242815e-14,7.450691210510553e-15,1.4027590933209938e-22,6.140196991873212e-06,0.999993853153425,6.649565838625192e-09
28207,Francisco Sebastián Córdova Reyes,Tigres UANL,108,2021/2022,Left Defensive Midfielder,Left Centre Midfielder,513.9666,11.675665635027984,1.4568686684820473,-2.84559561968418,1.6699415821934998,-1.5116455247366813,2.2871726776372414,-2.5694257227403616,1,1.31641092326824e-29,0.9950617405631229,1.5401329981642154e-46,2.2656739380511015e-05,3.6221223086104966e-11,0.004915602661275515
28562,Luis Alfonso Rodríguez Alanís,Tigres UANL,108,2021/2022,Right Wing Back,Right Back,1918.5333,-0.03991023130233552,-0.23134316039264674,1.1650900312464527,2.9047650138723777,-1.7809950159583037,-0.7439485638439622,0.42920216583765775,4,3.5155684165275205e-08,7.843787412945303e-19,2.5228379816900155e-15,0.010452788861712647,0.969982923086917,0.01956425289568324
28558,Jesús Alberto Dueñas Manzo,Tigres UANL,108,2021/2022,Right Back,Right Wing Back,1752.5498,-0.8150467294952511,0.7787026022101148,0.09240359544540744,-2.7013434051374348,1.127989618282129,0.09694103417748438,1.0682025030581548,3,2.050996068083086e-19,3.375099003524859e-24,8.876108115177036e-06,0.9998737387036865,9.389686142814566e-05,2.348832677027745e-05
28418,Ían Jairo Misael Torres Ramírez,Atlas,108,2021/2022,Right Centre Midfielder,Right Wing,3166.366,7.120076931026027,3.451496739298833,-5.235338182096736,1.5793301851336685,2.035708212997723,-2.4151563948273536,1.3100115414340836,1,4.5942207020810535e-34,0.9644081320450687,3.3332041364660014e-27,0.00013312995427655763,2.4506871278436165e-11,0.035458737976148014
29413,Christopher Brayan Trejo Morantes,Atlas,108,2021/2022,Right Centre Midfielder,Left Centre Forward,758.8834,5.762167986123577,-1.0028360281899282,-9.93224035752742,-0.4900092714568562,1.02260633155927,-0.5189980308641621,0.548652286801364,1,3.924875784146443e-25,0.9772644891609219,3.241081623182658e-29,0.022701990809302228,7.801281635636014e-29,3.3520029776104906e-05
34262,Marco Antonio García Robledo,Pumas UNAM,108,2021/2022,Right Defensive Midfielder,Right Centre Midfielder,824.11664,6.6781801457220045,-0.17215249367628319,-2.0562216731734013,0.13118297721037656,2.053139502908056,0.2640523948675903,2.9312756898248624,1,1.1629054858516442e-25,0.9999294863471188,1.877673734640108e-49,6.736357813210013e-05,4.822227436721792e-10,3.149592526420516e-06
43317,Jerónimo Rodríguez Guemes,Pumas UNAM,108,2021/2022,Left Back,Left Midfielder,1449.4834,-3.812309580879602,4.529436942186361,-1.3376509430108496,-0.6804288429293628,-0.43903223425471427,1.6593640120434079,-0.22078762259027546,2,3.547480984480113e-42,7.13158344345268e-53,0.9901875638614601,4.988754022889062e-06,2.5865224359642e-11,0.009807447358651843
77115,Jorge Alejandro Rodríguez Hernández,Toluca,108,2021/2022,Left Back,Left Wing Back,2002.1666,-5.180503151520963,1.210555922962072,-1.574677064619772,0.028724906524187736,-0.8286853744391374,-0.5579800818780036,-0.32680530991350276,2,1.5273070032750671e-16,1.2957114366323458e-63,0.9985050507185848,0.0014772593770477822,1.2449355380946047e-14,1.7689904354758224e-05
28512,Raúl López Gómez,Toluca,108,2021/2022,Right Back,Right Wing Back,2761.017,-1.370248506406034,4.287388584233157,0.60367157226915,-0.7754778065257361,-0.4882002448441968,-1.60403083342008,1.6466962027572956,2,2.155365955523692e-40,1.2384401108340683e-40,0.9362411818199358,5.958889903783815e-07,0.059010534303822054,0.004747687987251922
30074,Rafael Baca Miranda,Cruz Azul,108,2021/2022,Right Defensive Midfielder,Left Defensive Midfielder,2693.8335,-2.4363807513820186,-2.7634353322362917,1.1737052281440634,-1.4422929080655833,0.6214364604743897,0.36237413753417796,-0.13314305148787484,0,0.9745556871799924,5.607707539672388e-34,8.331221883460612e-19,0.025444312199107002,6.209006621546526e-10,8.11400820643584e-20
28056,Juan David Castro Ruiz,Atlético San Luis,108,2021/2022,Right Wing Back,Right Back,888.41656,-1.1906727763696154,-0.32000007409111886,-4.006293838586828,-0.2119771412879809,1.9796566826489321,-3.3073064382420623,1.6725389057573923,3,1.1763837764138815e-10,1.4061003867709607e-14,3.465625034587605e-08,0.9999999601381194,4.0302295876366855e-18,5.087977731116032e-09
27888,José Juan Vázquez Gómez,Tijuana,108,2021/2022,Right Defensive Midfielder,Left Defensive Midfielder,1337.45,-2.4775441915854937,-3.988801039167269,0.10487980671363595,-1.6617283268600396,-0.4641920889011903,-2.114778257929772,-0.9448441576062174,0,0.9705191370096478,2.79472775740268e-27,1.0439737905477908e-21,0.029480862990329027,2.3125534138889474e-14,6.081895645248661e-19
45016,Francisco Contreras Báez,Juárez,108,2021/2022,Left Wing Back,Left Midfielder,582.15,-0.9796402613394496,3.5426390402867036,-2.3180825427245257,-1.054950207084527,0.9845932117535409,-2.9998072489931973,-0.6945568597380394,2,8.686502298935154e-35,3.584768076645841e-26,0.939043637603767,0.007932162393650891,7.170295439922278e-08,0.05302412829962742
32979,Fidel Daniel Ambríz González,León,108,2021/2022,Centre Defensive Midfielder,Right Defensive Midfielder,1148.7,-2.627508577312034,-3.888764926081259,-0.3985165398984732,-0.6115432191438049,0.7776921283435501,-0.613192332742952,-2.4768355266207647,0,0.8548114997779462,1.7543921062370013e-25,3.488730273585378e-21,0.1451885002220538,7.510555169590683e-19,3.64586878172365e-18
43555,Erick Daniel Sánchez Ocegueda,Pachuca,108,2021/2022,Right Defensive Midfielder,Right Centre Midfielder,3263.5334,2.2950106557458936,-0.9750997054976618,-0.4221923743423827,-0.6966506558652128,1.0343160762208452,1.3433764111544408,1.5256957588544862,1,3.557246892319345e-24,0.995815163908674,2.1564618750305646e-52,0.004184831738043882,1.5261388351877684e-12,4.351755925064458e-09
27902,Manuel Alejandro Mayorga Almaráz,Guadalajara,108,2021/2022,Left Back,Left Wing Back,985.6666,-0.14304844543854212,2.5906909373418805,-1.2717545213873551,2.2066188552138097,-2.257541826765059,1.3673206314909754,2.312240711643408,5,3.084796005538515e-44,1.5672574979034027e-20,0.0004271454405195413,1.6619561333294155e-05,1.4799026197062263e-12,0.9995562349966672
34397,Carlos Ernesto Cisneros Barajas,Guadalajara,108,2021/2022,Right Back,Right Wing Back,1945.8497,1.0539233773694217,3.1730939141508157,-2.547871837614681,2.5155591918352505,0.7954359888513935,-1.6590789559955235,0.6145513252175975,5,5.320614386870382e-38,9.74753322332828e-11,2.5900979201242183e-06,0.0008717211721410096,5.752200801373309e-09,0.9991256828802626
